Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Isaac Palazon Camacho,29,Spain,Right Winger,RAYO VALLECANO,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Isaac Palazon Camacho.png,,3ca7tqrdasmeop6ud9zot0wdl,Rayo Vallecano.png,Isaac Palazon Camacho.png,1,https://players.gameon.app/laliga/season/metadata/Isaac Palazon Camacho/Isaac Palazon Camacho_Common_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Palazon Camacho/Isaac Palazon Camacho_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Palazon Camacho/Isaac Palazon Camacho_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Palazon Camacho/Isaac Palazon Camacho_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Isaac Palazon Camacho/Isaac Palazon Camacho_Legendary_0.json,https://players.gameon.app/laliga/season/images/Isaac Palazon Camacho/Isaac Palazon Camacho_Common_0.png,https://players.gameon.app/laliga/season/images/Isaac Palazon Camacho/Isaac Palazon Camacho_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Isaac Palazon Camacho/Isaac Palazon Camacho_Rare_0.png,https://players.gameon.app/laliga/season/images/Isaac Palazon Camacho/Isaac Palazon Camacho_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Isaac Palazon Camacho/Isaac Palazon Camacho_Legendary_0.png
Ivan Balliu Campeny,32,Spain,Right-Back,RAYO VALLECANO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Ivan Balliu Campeny.png,,bpfp895223p7w0px2ui3nb2l1,Rayo Vallecano.png,Ivan Balliu Campeny.png,1,https://players.gameon.app/laliga/season/metadata/Ivan Balliu Campeny/Ivan Balliu Campeny_Common_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Balliu Campeny/Ivan Balliu Campeny_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Balliu Campeny/Ivan Balliu Campeny_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Balliu Campeny/Ivan Balliu Campeny_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Balliu Campeny/Ivan Balliu Campeny_Legendary_0.json,https://players.gameon.app/laliga/season/images/Ivan Balliu Campeny/Ivan Balliu Campeny_Common_0.png,https://players.gameon.app/laliga/season/images/Ivan Balliu Campeny/Ivan Balliu Campeny_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Ivan Balliu Campeny/Ivan Balliu Campeny_Rare_0.png,https://players.gameon.app/laliga/season/images/Ivan Balliu Campeny/Ivan Balliu Campeny_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Ivan Balliu Campeny/Ivan Balliu Campeny_Legendary_0.png
James David Rodriguez Rubio,33,Colombia,Attacking Midfield,RAYO VALLECANO,Midfield,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.4,1.65,1.65,1.4,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.65,1.9,1.9,1.65,,1.0,1.0,1.0,1.85,2.1,2.1,1.85,,1.0,1.0,1.0,2.1,2.35,2.35,2.1,James David Rodriguez Rubio.png,,cjjo9piy65xdij746y97pyl79,Rayo Vallecano.png,James David Rodriguez Rubio.png,1,https://players.gameon.app/laliga/season/metadata/James David Rodriguez Rubio/James David Rodriguez Rubio_Common_0.json,https://players.gameon.app/laliga/season/metadata/James David Rodriguez Rubio/James David Rodriguez Rubio_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/James David Rodriguez Rubio/James David Rodriguez Rubio_Rare_0.json,https://players.gameon.app/laliga/season/metadata/James David Rodriguez Rubio/James David Rodriguez Rubio_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/James David Rodriguez Rubio/James David Rodriguez Rubio_Legendary_0.json,https://players.gameon.app/laliga/season/images/James David Rodriguez Rubio/James David Rodriguez Rubio_Common_0.png,https://players.gameon.app/laliga/season/images/James David Rodriguez Rubio/James David Rodriguez Rubio_Uncommon_0.png,https://players.gameon.app/laliga/season/images/James David Rodriguez Rubio/James David Rodriguez Rubio_Rare_0.png,https://players.gameon.app/laliga/season/images/James David Rodriguez Rubio/James David Rodriguez Rubio_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/James David Rodriguez Rubio/James David Rodriguez Rubio_Legendary_0.png
Jonathan Montiel Caballero,26,Spain,Attacking Midfield,RAYO VALLECANO,Midfield,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.25,1.5,1.5,1.25,,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.7,1.95,1.95,1.7,,1.0,1.0,1.0,1.95,2.2,2.2,1.95,Jonathan Montiel Caballero.png,,byaovvyzh22vsvs0iitqeciy1,Rayo Vallecano.png,Jonathan Montiel Caballero.png,1,https://players.gameon.app/laliga/season/metadata/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Common_0.png,https://players.gameon.app/laliga/season/images/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Rare_0.png,https://players.gameon.app/laliga/season/images/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jonathan Montiel Caballero/Jonathan Montiel Caballero_Legendary_0.png
Jorge De Frutos Sebastian,27,Spain,Right Winger,RAYO VALLECANO,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Jorge De Frutos Sebastian.png,,c157xhi78x9cykn7xz816bjd,Rayo Vallecano.png,Jorge De Frutos Sebastian.png,1,https://players.gameon.app/laliga/season/metadata/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Common_0.png,https://players.gameon.app/laliga/season/images/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Rare_0.png,https://players.gameon.app/laliga/season/images/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jorge De Frutos Sebastian/Jorge De Frutos Sebastian_Legendary_0.png
Josep Maria Chavarria Perez,26,Spain,Left-Back,RAYO VALLECANO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Josep Maria Chavarria Perez.png,,amt4voyjzhnvr55t08hzlw50q,Rayo Vallecano.png,Josep Maria Chavarria Perez.png,1,https://players.gameon.app/laliga/season/metadata/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Common_0.png,https://players.gameon.app/laliga/season/images/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Rare_0.png,https://players.gameon.app/laliga/season/images/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Josep Maria Chavarria Perez/Josep Maria Chavarria Perez_Legendary_0.png
Khalid Abdul Mumin Suleman,26,Ghana,Centre-Back,RAYO VALLECANO,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Khalid Abdul Mumin Suleman.png,,lp63o37czdwete0smmu62k89,Rayo Vallecano.png,Khalid Abdul Mumin Suleman.png,1,https://players.gameon.app/laliga/season/metadata/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Common_0.json,https://players.gameon.app/laliga/season/metadata/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Legendary_0.json,https://players.gameon.app/laliga/season/images/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Common_0.png,https://players.gameon.app/laliga/season/images/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Rare_0.png,https://players.gameon.app/laliga/season/images/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Khalid Abdul Mumin Suleman/Khalid Abdul Mumin Suleman_Legendary_0.png
Luis Alfonso Espino Garcia,32,Uruguay,Left-Back,RAYO VALLECANO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Luis Alfonso Espino Garcia.png,,2qauzcv74cd8uqfv2ibl52ymt,Rayo Vallecano.png,Luis Alfonso Espino Garcia.png,1,https://players.gameon.app/laliga/season/metadata/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Common_0.json,https://players.gameon.app/laliga/season/metadata/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Legendary_0.json,https://players.gameon.app/laliga/season/images/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Common_0.png,https://players.gameon.app/laliga/season/images/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Rare_0.png,https://players.gameon.app/laliga/season/images/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Luis Alfonso Espino Garcia/Luis Alfonso Espino Garcia_Legendary_0.png
Oscar Guido Trejo,36,Argentina,Attacking Midfield,RAYO VALLECANO,Midfield,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.25,1.5,1.5,1.25,,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.7,1.95,1.95,1.7,,1.0,1.0,1.0,1.95,2.2,2.2,1.95,Oscar Guido Trejo.png,,676ehh6cwla4o9igey7qr1uqd,Rayo Vallecano.png,Oscar Guido Trejo.png,1,https://players.gameon.app/laliga/season/metadata/Oscar Guido Trejo/Oscar Guido Trejo_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Guido Trejo/Oscar Guido Trejo_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Guido Trejo/Oscar Guido Trejo_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Guido Trejo/Oscar Guido Trejo_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Guido Trejo/Oscar Guido Trejo_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oscar Guido Trejo/Oscar Guido Trejo_Common_0.png,https://players.gameon.app/laliga/season/images/Oscar Guido Trejo/Oscar Guido Trejo_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oscar Guido Trejo/Oscar Guido Trejo_Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Guido Trejo/Oscar Guido Trejo_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Guido Trejo/Oscar Guido Trejo_Legendary_0.png
Oscar Valentin Martin Luengo,30,Spain,Central Midfield,RAYO VALLECANO,Midfield,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.45,1.7,1.7,1.45,,1.0,1.0,1.0,1.6,1.85,1.85,1.6,,1.0,1.0,1.0,1.8,2.05,2.05,1.8,,1.0,1.0,1.0,2.05,2.3,2.3,2.05,Oscar Valentin Martin Luengo.png,,8onruhr4es313aq52xsl7nxlh,Rayo Vallecano.png,Oscar Valentin Martin Luengo.png,1,https://players.gameon.app/laliga/season/metadata/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Common_0.png,https://players.gameon.app/laliga/season/images/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Valentin Martin Luengo/Oscar Valentin Martin Luengo_Legendary_0.png
Pathe Ismael Ciss,30,Senegal,Central Midfield,RAYO VALLECANO,Midfield,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.45,1.7,1.7,1.45,,1.0,1.0,1.0,1.6,1.85,1.85,1.6,,1.0,1.0,1.0,1.8,2.05,2.05,1.8,,1.0,1.0,1.0,2.05,2.3,2.3,2.05,Pathe Ismael Ciss.png,,1ho7koiegfhsuevuum2meibu2,Rayo Vallecano.png,Pathe Ismael Ciss.png,1,https://players.gameon.app/laliga/season/metadata/Pathe Ismael Ciss/Pathe Ismael Ciss_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pathe Ismael Ciss/Pathe Ismael Ciss_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pathe Ismael Ciss/Pathe Ismael Ciss_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pathe Ismael Ciss/Pathe Ismael Ciss_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pathe Ismael Ciss/Pathe Ismael Ciss_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pathe Ismael Ciss/Pathe Ismael Ciss_Common_0.png,https://players.gameon.app/laliga/season/images/Pathe Ismael Ciss/Pathe Ismael Ciss_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pathe Ismael Ciss/Pathe Ismael Ciss_Rare_0.png,https://players.gameon.app/laliga/season/images/Pathe Ismael Ciss/Pathe Ismael Ciss_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pathe Ismael Ciss/Pathe Ismael Ciss_Legendary_0.png
Pedro Diaz Fanjul,26,Spain,Central Midfield,RAYO VALLECANO,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Pedro Diaz Fanjul.png,,7vb4xrwk7sbgpxzgiwwbt4s89,Rayo Vallecano.png,Pedro Diaz Fanjul.png,1,https://players.gameon.app/laliga/season/metadata/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Common_0.png,https://players.gameon.app/laliga/season/images/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Rare_0.png,https://players.gameon.app/laliga/season/images/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pedro Diaz Fanjul/Pedro Diaz Fanjul_Legendary_0.png
Pelayo Fernandez Balboa,21,Spain,Centre-Back,RAYO VALLECANO,Defence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.4,1.4,1.5,,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.45,1.85,1.85,1.95,,1.0,1.0,1.0,1.7,2.1,2.1,2.2,Pelayo Fernandez Balboa.png,,a8g1nr2nrtkbm34v91bhz44d0,Rayo Vallecano.png,Pelayo Fernandez Balboa.png,1,https://players.gameon.app/laliga/season/metadata/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Common_0.png,https://players.gameon.app/laliga/season/images/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Rare_0.png,https://players.gameon.app/laliga/season/images/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pelayo Fernandez Balboa/Pelayo Fernandez Balboa_Legendary_0.png
Randy Nteka,26,France,Attacking Midfield,RAYO VALLECANO,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Randy Nteka.png,,a045sz2acqbfgyq9puwsu8sx6,Rayo Vallecano.png,Randy Nteka.png,1,https://players.gameon.app/laliga/season/metadata/Randy Nteka/Randy Nteka_Common_0.json,https://players.gameon.app/laliga/season/metadata/Randy Nteka/Randy Nteka_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Randy Nteka/Randy Nteka_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Randy Nteka/Randy Nteka_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Randy Nteka/Randy Nteka_Legendary_0.json,https://players.gameon.app/laliga/season/images/Randy Nteka/Randy Nteka_Common_0.png,https://players.gameon.app/laliga/season/images/Randy Nteka/Randy Nteka_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Randy Nteka/Randy Nteka_Rare_0.png,https://players.gameon.app/laliga/season/images/Randy Nteka/Randy Nteka_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Randy Nteka/Randy Nteka_Legendary_0.png
Raul De Tomas Gomez,29,Spain,Centre-Forward,RAYO VALLECANO,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Raul De Tomas Gomez.png,,diixuwl5rn7f8vjleqfqy4st1,Rayo Vallecano.png,Raul De Tomas Gomez.png,1,https://players.gameon.app/laliga/season/metadata/Raul De Tomas Gomez/Raul De Tomas Gomez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Raul De Tomas Gomez/Raul De Tomas Gomez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Raul De Tomas Gomez/Raul De Tomas Gomez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Raul De Tomas Gomez/Raul De Tomas Gomez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Raul De Tomas Gomez/Raul De Tomas Gomez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Raul De Tomas Gomez/Raul De Tomas Gomez_Common_0.png,https://players.gameon.app/laliga/season/images/Raul De Tomas Gomez/Raul De Tomas Gomez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Raul De Tomas Gomez/Raul De Tomas Gomez_Rare_0.png,https://players.gameon.app/laliga/season/images/Raul De Tomas Gomez/Raul De Tomas Gomez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Raul De Tomas Gomez/Raul De Tomas Gomez_Legendary_0.png
Sergio Camello Perez,23,Spain,Centre-Forward,RAYO VALLECANO,Offence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.7,1.5,1.45,1.2,,1.0,1.0,1.0,1.85,1.65,1.6,1.35,,1.0,1.0,1.0,2.05,1.85,1.8,1.55,,1.0,1.0,1.0,2.3,2.1,2.05,1.8,Sergio Camello Perez.png,,1bdnkqbxm2u5ror7ipig5m73e,Rayo Vallecano.png,Sergio Camello Perez.png,1,https://players.gameon.app/laliga/season/metadata/Sergio Camello Perez/Sergio Camello Perez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Camello Perez/Sergio Camello Perez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Camello Perez/Sergio Camello Perez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Camello Perez/Sergio Camello Perez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Camello Perez/Sergio Camello Perez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Sergio Camello Perez/Sergio Camello Perez_Common_0.png,https://players.gameon.app/laliga/season/images/Sergio Camello Perez/Sergio Camello Perez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Sergio Camello Perez/Sergio Camello Perez_Rare_0.png,https://players.gameon.app/laliga/season/images/Sergio Camello Perez/Sergio Camello Perez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Sergio Camello Perez/Sergio Camello Perez_Legendary_0.png
